tract,below_fpl,below_200fpl,fpl_universe,below_fpl_pct,below_200fpl_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037554511,184,602,3746,4.9,16.1,District 4,City of Cerritos,SPA 7 - East,9248,25500450.7392578,19924.525895861
06037554512,361,693,6428,5.6,10.8,District 4,City of Cerritos,SPA 7 - East,9249,41280601.7744141,26483.4421391349
06037554513,109,333,2473,4.4,13.5,District 4,City of Cerritos,SPA 7 - East,9250,6098722.89355469,10454.3299111214
06037554514,255,528,4564,5.6,11.6,District 4,City of Cerritos,SPA 7 - East,9251,16176243.2675781,21347.0158427085
06037554515,313,627,3328,9.4,18.8,District 4,City of Cerritos,SPA 7 - East,9252,12851928.0986328,15770.7413174687
06037554516,133,233,3632,3.7,6.4,District 4,City of Cerritos,SPA 7 - East,9253,15556503.8857422,21274.2274075528
06037554517,579,1041,4774,12.1,21.8,District 4,City of Cerritos,SPA 7 - East,9254,14217667.9355469,15905.089174414
06037554518,266,593,5033,5.3,11.8,District 4,City of Cerritos,SPA 7 - East,9255,19389029.9511719,21218.4129912315
06037554519,277,451,3243,8.5,13.9,District 4,City of Cerritos,SPA 7 - East,9256,18666939.5830078,19500.8668055995
06037554521,196,774,6044,3.2,12.8,District 4,City of Cerritos,SPA 7 - East,9257,53522202.0078125,37625.8397522405
06037554522,159,344,4977,3.2,6.9,District 4,City of Cerritos,SPA 7 - East,9258,23495020.1064453,20677.855136064
06037554600,409,987,3943,10.4,25,District 4,City of Norwalk,SPA 7 - East,9259,11352667.3007813,14455.3216473466
06037554700,293,999,4170,7,24,District 4,City of Norwalk,SPA 7 - East,9260,8629341.53710938,13793.1128711348
06037554801,269,698,2884,9.3,24.2,District 4,City of Artesia,SPA 7 - East,9261,9697516.66113281,14814.5067019814
06037554802,354,1180,5501,6.4,21.5,District 4,City of Artesia,SPA 7 - East,9262,16564740.9658203,19053.2580313671
06037554900,758,2528,7173,10.6,35.2,District 4,City of Artesia,SPA 7 - East,9263,18985472.4873047,24614.4140144098
06037555001,614,1508,5359,11.5,28.1,District 4,City of Lakewood,SPA 7 - East,9264,13975507.4853516,17304.5758248415
06037555002,259,709,3808,6.8,18.6,District 4,City of Lakewood,SPA 7 - East,9265,9811588.18261719,12787.4454706379
06037555105,307,1487,6136,5,24.2,District 4,City of Lakewood,SPA 7 - East,9266,11763459.9101563,18262.1111067522
06037555106,105,1139,2698,3.9,42.2,District 4,City of Hawaiian Gardens,SPA 7 - East,9267,9736114.04785156,14053.1865929204
06037555107,442,1155,5422,8.2,21.3,District 4,City of Lakewood,SPA 7 - East,9268,13575467.3408203,17906.1493804982
06037555202,168,369,3689,4.6,10,District 4,City of Long Beach,SPA 8 - South Bay,9269,11900695.8417969,17416.3052327041
06037555211,1576,2435,5509,28.6,44.2,District 4,City of Hawaiian Gardens,SPA 7 - East,9270,8568238.05859375,11592.313355652
06037555212,794,2028,5583,14.2,36.3,District 4,City of Hawaiian Gardens,SPA 7 - East,9271,8705423.11621094,14023.7882598829
06037555300,706,1550,4535,15.6,34.2,District 4,City of Norwalk,SPA 7 - East,9272,18377893.7402344,20436.3723479572
06037570001,399,788,4722,8.4,16.7,District 4,City of Lakewood,SPA 7 - East,9273,16454104.3046875,17390.4804847533
06037570002,84,356,2523,3.3,14.1,District 4,City of Lakewood,SPA 7 - East,9274,8380446.0078125,11629.3501793361
06037570003,146,378,3836,3.8,9.9,District 4,City of Lakewood,SPA 7 - East,9275,12398713.8125,14132.8507023198
06037570100,500,815,2884,17.3,28.3,District 4,City of Long Beach,SPA 8 - South Bay,9276,12303443.0205078,14342.9204323762
06037570202,1376,2457,6799,20.2,36.1,District 4,City of Long Beach,SPA 8 - South Bay,9277,18050068.9462891,18978.0662476636
06037570203,696,1713,3926,17.7,43.6,District 4,City of Long Beach,SPA 8 - South Bay,9278,14016477.9511719,15892.3763572086
06037570204,313,1019,4357,7.2,23.4,District 4,City of Long Beach,SPA 8 - South Bay,9279,5895146.22167969,9702.8624906904
06037570303,714,2283,4052,17.6,56.3,District 4,City of Long Beach,SPA 8 - South Bay,9280,6681831.953125,11363.1085819145
06037570304,1023,2122,4881,21,43.5,District 4,City of Long Beach,SPA 8 - South Bay,9281,6113943.85644531,13647.5201930196
06037570305,1253,2350,4896,25.6,48,District 4,City of Long Beach,SPA 8 - South Bay,9282,7901710.93554688,17570.4743221806
06037570306,552,769,2963,18.6,26,District 4,City of Long Beach,SPA 8 - South Bay,9283,5011419.80078125,8775.11768887018
06037570402,389,1036,3353,11.6,30.9,District 4,City of Long Beach,SPA 8 - South Bay,9284,16425369.4550781,20070.3023768762
06037570403,906,1442,3865,23.4,37.3,District 4,City of Long Beach,SPA 8 - South Bay,9285,6227049.16210938,10327.2321090292
06037570404,855,1391,4005,21.3,34.7,District 4,City of Long Beach,SPA 8 - South Bay,9286,9204178.93847656,15535.9293619922
06037570502,855,2058,6150,13.9,33.5,District 4,City of Long Beach,SPA 8 - South Bay,9287,21508629.9121094,19952.344372069
06037570503,424,774,3752,11.3,20.6,District 4,City of Long Beach,SPA 8 - South Bay,9288,5800067.17285156,9875.50779765246
06037570504,544,960,3210,16.9,29.9,District 4,City of Long Beach,SPA 8 - South Bay,9289,10190243.1142578,12936.5958916949
06037570601,781,1669,5873,13.3,28.4,District 4,City of Long Beach,SPA 8 - South Bay,9290,8491036.5703125,12281.2876995216
06037570602,926,2357,5610,16.5,42,District 4,City of Long Beach,SPA 8 - South Bay,9291,11244330.8183594,14070.6158926986
06037570603,1730,3353,5524,31.3,60.7,District 4,City of Long Beach,SPA 8 - South Bay,9292,7901030.30078125,12102.7162784539
06037570701,379,967,7372,5.1,13.1,District 4,City of Lakewood,SPA 7 - East,9293,19193911.9550781,21014.2669095974
06037570703,198,644,2952,6.7,21.8,District 4,City of Lakewood,SPA 7 - East,9294,9974800.82617188,13305.0766355167
06037570800,225,408,5290,4.3,7.7,District 4,City of Lakewood,SPA 7 - East,9295,25706431.9433594,20305.9437114851
06037570901,335,820,5661,5.9,14.5,District 4,City of Lakewood,SPA 7 - East,9296,19542145.5556641,18380.0118579996
06037570902,122,244,3385,3.6,7.2,District 4,City of Lakewood,SPA 7 - East,9297,11370424.9550781,14163.3963965912
06037571000,248,530,5598,4.4,9.5,District 4,City of Lakewood,SPA 7 - East,9298,18914634.7900391,17770.6107154171
06037571101,272,523,5034,5.4,10.4,District 4,City of Lakewood,SPA 7 - East,9299,14259406.5166016,15899.8493792939
06037571102,220,422,3603,6.1,11.7,District 4,City of Lakewood,SPA 7 - East,9300,13536501.7568359,15649.4055071551
06037571201,174,434,3819,4.6,11.4,District 4,City of Long Beach,SPA 8 - South Bay,9301,14061017.4345703,15897.9008441953
06037571202,160,538,3903,4.1,13.8,District 4,City of Long Beach,SPA 8 - South Bay,9302,14133828.5068359,15966.251130196
06037571300,234,649,4813,4.9,13.5,District 4,City of Lakewood,SPA 7 - East,9303,22554344.4863281,19057.7668484419
06037571400,253,970,4977,5.1,19.5,District 4,City of Lakewood,SPA 7 - East,9304,20610956.7685547,24514.7961356516
06037571502,269,778,5096,5.3,15.3,District 4,City of Long Beach,SPA 8 - South Bay,9305,14824914.8261719,16163.037493465
06037571504,604,938,5029,12,18.7,District 4,City of Long Beach,SPA 8 - South Bay,9306,16269595.4951172,16683.6673463619
06037571505,290,482,2889,10,16.7,District 4,City of Long Beach,SPA 8 - South Bay,9307,7066464.32519531,11043.4846282289
06037571600,752,1518,2182,34.5,69.6,District 4,City of Long Beach,SPA 8 - South Bay,9308,2948284.61914063,8703.07885798064
06037571701,1793,3143,6166,29.1,51,District 4,City of Long Beach,SPA 8 - South Bay,9309,20468347.8398438,24179.4830604744
06037571703,809,1517,3309,24.4,45.8,District 4,City of Long Beach,SPA 8 - South Bay,9310,4297657.09375,9580.07012761795
06037571704,744,1653,3817,19.5,43.3,District 4,City of Long Beach,SPA 8 - South Bay,9311,5261377.76171875,10263.8091974752
06037571800,192,569,3174,6,17.9,District 4,City of Long Beach,SPA 8 - South Bay,9312,30461119.0878906,26483.2737611049
06037571900,363,1019,5971,6.1,17.1,District 4,City of Long Beach,SPA 8 - South Bay,9313,20779542.5107422,23717.1883640358
06037572001,282,1358,6221,4.5,21.8,District 4,City of Long Beach,SPA 8 - South Bay,9314,18265768.0732422,19000.0688586079
06037572201,805,2070,5487,14.7,37.7,District 4,City of Long Beach,SPA 8 - South Bay,9315,16763496.0810547,17928.0413545319
06037572202,468,660,3093,15.1,21.3,District 4,City of Long Beach,SPA 8 - South Bay,9316,16716907.1630859,17967.6406590712
06037572301,738,1168,3765,19.6,31,District 4,City of Long Beach,SPA 8 - South Bay,9317,8799273.8125,19254.0596927118
06037572500,769,1726,3700,20.8,46.6,District 4,City of Long Beach,SPA 8 - South Bay,9318,6318479.39648438,10645.7128591661
06037572600,300,1478,4991,6,29.6,District 4,City of Long Beach,SPA 8 - South Bay,9319,13699086.3291016,15715.2171536628
06037572700,781,1394,5290,14.8,26.4,District 4,City of Long Beach,SPA 8 - South Bay,9320,11548173.4882813,14016.3342759775
06037573002,181,1656,3245,5.6,51,District 4,City of Long Beach,SPA 8 - South Bay,9321,3495529.13085938,7924.88392123285
06037573003,322,502,1698,19,29.6,District 4,City of Long Beach,SPA 8 - South Bay,9322,4833257.29882813,9038.53609341633
06037573004,1004,2032,4878,20.6,41.7,District 4,City of Long Beach,SPA 8 - South Bay,9323,4424126.07519531,8641.296991858
06037573101,393,1821,4451,8.8,40.9,District 4,City of Long Beach,SPA 8 - South Bay,9324,5668533.25292969,11221.3481776939
06037573102,527,679,2865,18.4,23.7,District 4,City of Long Beach,SPA 8 - South Bay,9325,7161305.21191406,12334.8682157589
06037573201,858,2130,3844,22.3,55.4,District 4,City of Long Beach,SPA 8 - South Bay,9326,6477832.98242188,10359.8934733178
06037573202,800,1953,6670,12,29.3,District 4,City of Long Beach,SPA 8 - South Bay,9327,6988034.52246094,10572.6038829105
06037573300,1189,2688,3799,31.3,70.8,District 4,City of Long Beach,SPA 8 - South Bay,9328,8440377.67382813,13242.1628316826
06037573401,352,512,1505,23.4,34,District 4,City of Signal Hill,SPA 7 - East,9329,11251709.3994141,18099.173322564
06037573402,499,2451,6949,7.2,35.3,District 4,City of Signal Hill,SPA 7 - East,9330,31833064.5087891,33820.2929491826
06037573403,196,223,3058,6.4,7.3,District 4,City of Signal Hill,SPA 7 - East,9331,18114879.9755859,26371.2638239467
06037573601,481,642,6353,7.6,10.1,District 4,City of Long Beach,SPA 8 - South Bay,9332,40166987.4306641,32290.3445320256
06037573700,199,461,5406,3.7,8.5,District 4,City of Long Beach,SPA 8 - South Bay,9333,19561608.4863281,18414.0381910701
06037573800,212,541,4155,5.1,13,District 4,City of Long Beach,SPA 8 - South Bay,9334,16512665.1542969,17842.7259132017
06037573902,184,250,2212,8.3,11.3,District 4,City of Long Beach,SPA 8 - South Bay,9335,7633475.57226563,13789.2776918221
06037574000,274,595,5108,5.4,11.6,District 4,City of Long Beach,SPA 8 - South Bay,9336,19601775.4179688,19140.8175876482
06037574100,83,498,5136,1.6,9.7,District 4,City of Long Beach,SPA 8 - South Bay,9337,19757131.9697266,20327.2529489115
06037574201,83,169,3265,2.5,5.2,District 4,City of Long Beach,SPA 8 - South Bay,9338,13932148.3320313,15839.090576975
06037574202,109,316,1906,5.7,16.6,District 4,City of Long Beach,SPA 8 - South Bay,9339,14496048.3974609,19906.5929636733
06037574300,237,559,6633,3.6,8.4,District 4,City of Long Beach,SPA 8 - South Bay,9340,26792225.6699219,25085.0717195492
06037574400,212,813,5555,3.8,14.6,District 4,City of Long Beach,SPA 8 - South Bay,9341,36726898.3369141,24306.8283411638
06037574500,130,793,6698,1.9,11.8,District 4,City of Long Beach,SPA 8 - South Bay,9342,29372124.5351563,24936.96109994
06037574602,4,98,1267,0.3,7.7,District 4,City of Long Beach,SPA 8 - South Bay,9343,6336457.19335938,10039.3748016908
06037574800,366,498,3159,11.6,15.8,District 4,City of Long Beach,SPA 8 - South Bay,9344,11891240.7568359,15282.4110813672
06037574901,405,482,3949,10.3,12.2,District 4,City of Long Beach,SPA 8 - South Bay,9345,14319290.4882813,16741.6755012039
06037574902,1268,1765,4807,26.4,36.7,District 4,City of Long Beach,SPA 8 - South Bay,9346,8657349.68164063,12945.8933583552
06037575001,557,1438,4225,13.2,34,District 4,City of Long Beach,SPA 8 - South Bay,9347,10407765.3232422,18146.4833092514
06037575002,588,1072,4185,14.1,25.6,District 4,City of Long Beach,SPA 8 - South Bay,9348,10329955.3515625,14700.2601668852
06037575101,980,2243,4262,23,52.6,District 4,City of Long Beach,SPA 8 - South Bay,9349,4540405.60839844,10064.2060062264
06037575102,1042,2273,4238,24.6,53.6,District 4,City of Long Beach,SPA 8 - South Bay,9350,4364864.75,9257.5482863234
06037575103,673,1860,5077,13.3,36.6,District 4,City of Long Beach,SPA 8 - South Bay,9351,5172365.60058594,9179.18356282492
06037575201,1098,1876,4335,25.3,43.3,District 4,City of Long Beach,SPA 8 - South Bay,9352,6099628.63769531,10556.7213851323
06037575202,853,2196,4177,20.4,52.6,District 4,City of Long Beach,SPA 8 - South Bay,9353,4347717.87207031,9231.96173499573
06037575300,1131,2474,4029,28.1,61.4,District 4,City of Long Beach,SPA 8 - South Bay,9354,6978915.109375,10568.2399373527
06037575401,1017,2094,4208,24.2,49.8,District 4,City of Long Beach,SPA 8 - South Bay,9355,9606072.02734375,12582.5770564187
06037575402,676,1738,3728,18.1,46.6,District 4,City of Long Beach,SPA 8 - South Bay,9356,3489119.72363281,7932.17131190318
06037575801,549,1158,2241,24.5,51.7,District 4,City of Long Beach,SPA 8 - South Bay,9357,4667833.09570313,8610.1691782388
06037575802,808,2166,4444,18.2,48.7,District 4,City of Long Beach,SPA 8 - South Bay,9358,3457761.87988281,7901.87981110437
06037575803,1109,1805,2496,44.4,72.3,District 4,City of Long Beach,SPA 8 - South Bay,9359,2148303.48046875,6905.16516246652
06037575901,1227,1975,3530,34.8,55.9,District 4,City of Long Beach,SPA 8 - South Bay,9360,5253183.30371094,9691.58599480208
06037575902,705,1712,4710,15,36.3,District 4,City of Long Beach,SPA 8 - South Bay,9361,3769688.31542969,7831.54281733017
06037576001,403,853,5937,6.8,14.4,District 4,City of Long Beach,SPA 8 - South Bay,9362,35612732.4306641,24939.5283073039
06037576200,952,1925,5168,18.4,37.2,District 4,City of Long Beach,SPA 8 - South Bay,9363,7523699.57324219,11203.1811684694
06037576301,1535,2196,4710,32.6,46.6,District 4,City of Long Beach,SPA 8 - South Bay,9364,5902568.20800781,9752.41040495532
06037576302,674,1302,2866,23.5,45.4,District 4,City of Long Beach,SPA 8 - South Bay,9365,3481279.56054688,7918.16639154829
06037576401,1098,2134,3933,27.9,54.3,District 4,City of Long Beach,SPA 8 - South Bay,9366,3486538.01757813,7927.83095247664
06037576402,878,2577,4180,21,61.7,District 4,City of Long Beach,SPA 8 - South Bay,9367,3496429.06835938,7929.78299413191
06037576403,917,1968,4788,19.2,41.1,District 4,City of Long Beach,SPA 8 - South Bay,9368,3496614.59570313,7934.47574882701
06037576501,630,1468,2724,23.1,53.9,District 4,City of Long Beach,SPA 8 - South Bay,9369,3126426.73730469,7289.41794253946
06037576502,800,1765,4997,16,35.3,District 4,City of Long Beach,SPA 8 - South Bay,9370,3266094.03027344,7841.07622516477
06037576503,575,1409,3685,15.6,38.2,District 4,City of Long Beach,SPA 8 - South Bay,9371,3410062.33105469,7724.22801056933
06037576601,699,1116,4167,16.8,26.8,District 4,City of Long Beach,SPA 8 - South Bay,9372,3997982.70214844,11058.13330458
06037576602,522,888,4581,11.4,19.4,District 4,City of Long Beach,SPA 8 - South Bay,9373,4582748.31542969,8982.30751975414
06037576700,358,767,4029,8.9,19,District 4,City of Long Beach,SPA 8 - South Bay,9374,7446345.98242188,11160.7565547424
06037576801,781,1137,3760,20.8,30.2,District 4,City of Long Beach,SPA 8 - South Bay,9375,5534392.75,9942.30946646353
06037576802,372,934,4320,8.6,21.6,District 4,City of Long Beach,SPA 8 - South Bay,9376,5039180.01367188,9265.7600638284
06037576901,1187,2184,5138,23.1,42.5,District 4,City of Long Beach,SPA 8 - South Bay,9377,4790769.07910156,9245.49810762655
06037576903,692,1572,4018,17.2,39.1,District 4,City of Long Beach,SPA 8 - South Bay,9378,3499661.29199219,7937.49148508301
06037576904,735,1437,3070,23.9,46.8,District 4,City of Long Beach,SPA 8 - South Bay,9379,3938348.28417969,8609.26014223383
06037577000,1185,2091,6826,17.4,30.6,District 4,City of Long Beach,SPA 8 - South Bay,9380,19912398.5263672,21697.1283919219
06037577100,892,1695,7368,12.1,23,District 4,City of Long Beach,SPA 8 - South Bay,9381,13074533.5058594,14525.9056753611
06037577200,445,713,5836,7.6,12.2,District 4,City of Long Beach,SPA 8 - South Bay,9382,9192742.52832031,13068.7083513472
06037577300,215,565,5935,3.6,9.5,District 4,City of Long Beach,SPA 8 - South Bay,9383,8753222.14160156,12674.1947944582
06037577400,171,269,2764,6.2,9.7,District 4,City of Long Beach,SPA 8 - South Bay,9384,6943339.91992188,11769.6752731051
06037577501,295,547,3333,8.9,16.4,District 4,City of Long Beach,SPA 8 - South Bay,9385,14579156.7763672,15299.8099640355
06037577504,104,255,1372,7.6,18.6,District 4,City of Long Beach,SPA 8 - South Bay,9386,6017112.85742188,16934.8557339116
06037577602,204,428,3229,6.3,13.3,District 4,City of Long Beach,SPA 8 - South Bay,9387,14927053.3388672,17289.6306716414
06037577604,59,286,1655,3.6,17.3,District 4,City of Long Beach,SPA 8 - South Bay,9388,16578437.1884766,28779.3747020717
06037577605,186,368,4661,4,7.9,District 4,City of Long Beach,SPA 8 - South Bay,9389,19689600.9433594,19854.487514848
06037577606,335,596,3869,8.7,15.4,District 4,City of Long Beach,SPA 8 - South Bay,9390,12469864.7099609,17491.4183484139
06037577700,319,1139,4562,7,25,District 4,City of Long Beach,SPA 8 - South Bay,9391,13616840.6914063,18926.200280492
06037577800,155,236,4666,3.3,5.1,District 4,City of Downey,SPA 7 - East,9392,18813760.9580078,22454.224526755
06037577900,569,1531,5278,10.8,29,District 4,City of Long Beach,SPA 8 - South Bay,9393,19019660.0322266,20874.3918721433
06037578000,1875,2593,5360,35,48.4,District 4,City of Long Beach,SPA 8 - South Bay,9394,19821795.4355469,22475.2724515312
06037578100,8,12,12,66.7,100,District 4,City of Long Beach,SPA 8 - South Bay,9395,18516371.5224609,18912.7094930489
06037599000,270,849,3243,8.3,26.2,District 4,City of Avalon,SPA 8 - South Bay,9396,35664503.1728516,28399.1163023887
06037599100,95,234,482,19.7,48.5,District 4,Unincorporated - Santa Catalina Island,SPA 8 - South Bay,9397,3698756367.46289,554591.259930524
06037600100,1325,3495,7163,18.5,48.8,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9398,8145826.70019531,12352.6803164271
06037600201,1347,3207,5050,26.7,63.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9399,6311706.8828125,11426.2045076238
06037600202,1906,4616,6835,27.9,67.5,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9400,8950420.44140625,14564.1125260692
06037600302,229,764,2686,8.5,28.4,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9401,8835937.30078125,11971.1873099585
06037600303,1313,2513,4178,31.4,60.1,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9402,3913791.05859375,9114.25117138009
06037600304,796,2543,3856,20.6,65.9,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9403,4780190.86621094,9643.08539158571
06037600400,1365,1867,4189,32.6,44.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9404,10556116.5625,16001.3030320201
06037600501,258,648,2476,10.4,26.2,District 2,City of Inglewood,SPA 8 - South Bay,9405,7116461.40917969,10669.2654272993
06037600601,333,692,2381,14,29.1,District 2,City of Inglewood,SPA 8 - South Bay,9406,6965455.27246094,10542.1534842802
06037600602,375,1489,2567,14.6,58,District 2,City of Inglewood,SPA 8 - South Bay,9407,7443353.8671875,10854.6551682281
06037600702,465,996,4599,10.1,21.7,District 2,City of Inglewood,SPA 8 - South Bay,9408,26101481.8730469,23989.4569591736
06037600703,156,272,1623,9.6,16.8,District 2,City of Inglewood,SPA 8 - South Bay,9409,5549320.95898438,10845.6444095777
06037600704,185,698,3019,6.1,23.1,District 2,City of Inglewood,SPA 8 - South Bay,9410,10424291.0185547,12988.667244335
06037600801,228,397,2866,8,13.9,District 2,City of Inglewood,SPA 8 - South Bay,9411,10462808.5458984,13231.9032574555
06037600802,219,506,2450,8.9,20.7,District 2,City of Inglewood,SPA 8 - South Bay,9412,20967942.3955078,20297.2076396998
06037600902,462,1802,6229,7.4,28.9,District 2,City of Inglewood,SPA 8 - South Bay,9413,8555265.36523438,13375.6440720542
06037600911,444,653,3535,12.6,18.5,District 2,City of Inglewood,SPA 8 - South Bay,9414,7288004.77636719,11169.9497803195
06037600912,580,1824,4813,12.1,37.9,District 2,City of Inglewood,SPA 8 - South Bay,9415,11735596.7626953,15193.0004448652
06037601001,368,678,2047,18,33.1,District 2,City of Inglewood,SPA 8 - South Bay,9416,9587666.7109375,13981.9281846441
06037601002,985,1599,5022,19.6,31.8,District 2,City of Inglewood,SPA 8 - South Bay,9417,6807170.24707031,11117.381555623
06037601100,1581,3419,7076,22.3,48.3,District 2,City of Inglewood,SPA 8 - South Bay,9418,6900459.72070313,10510.0616652774
06037601202,297,950,3845,7.7,24.7,District 2,City of Inglewood,SPA 8 - South Bay,9419,7065105.55273438,10672.5628414639
06037601211,320,1305,2968,10.8,44,District 2,City of Inglewood,SPA 8 - South Bay,9420,6207755.75097656,10171.0530452938
06037601212,292,1641,5054,5.8,32.5,District 2,City of Inglewood,SPA 8 - South Bay,9421,6305633.37402344,10073.3832098473
06037601301,77,236,1888,4.1,12.5,District 2,City of Inglewood,SPA 8 - South Bay,9422,6624762.4140625,10991.5916139965
06037601302,1088,2346,6513,16.7,36,District 2,City of Inglewood,SPA 8 - South Bay,9423,13166448.8427734,19301.6032687366
06037601303,1117,2250,5465,20.4,41.2,District 2,City of Inglewood,SPA 8 - South Bay,9424,4701154.50585938,8829.96097360053
06037601401,1686,2858,6594,25.6,43.3,District 2,City of Inglewood,SPA 8 - South Bay,9425,16764605.2119141,18166.9451781324
06037601402,1007,1361,4450,22.6,30.6,District 2,City of Inglewood,SPA 8 - South Bay,9426,10584717.5693359,13247.2022352653
06037601501,857,1735,3630,23.6,47.8,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9427,5082364.58496094,10467.6710807183
06037601502,551,1210,3423,16.1,35.3,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9428,5265980.21289063,11426.733170416
06037601600,278,1717,4067,6.8,42.2,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9429,9864465.68945313,12848.5419559153
06037601700,1168,3265,5263,22.2,62,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9430,8183626.18359375,12637.7776771124
06037601801,562,1278,2993,18.8,42.7,District 2,City of Inglewood,SPA 8 - South Bay,9431,5234143.03125,10548.0233136592
06037601802,282,1144,3454,8.2,33.1,District 2,Unincorporated - Lennox,SPA 8 - South Bay,9432,5209348.671875,10562.8332850143
06037601900,976,2384,4393,22.2,54.3,District 2,City of Inglewood,SPA 8 - South Bay,9433,7488280.68457031,11027.7832088277
06037602002,394,1016,3036,13,33.5,District 2,City of Hawthorne,SPA 8 - South Bay,9434,5727718.81640625,10581.8215363547
06037602003,657,1393,4183,15.7,33.3,District 2,City of Inglewood,SPA 8 - South Bay,9435,6730802.56640625,10333.1948953788
06037602103,1890,2809,5288,35.7,53.1,District 2,City of Hawthorne,SPA 8 - South Bay,9436,8985975.41699219,11937.67948141
06037602104,730,1809,5646,12.9,32,District 2,City of Hawthorne,SPA 8 - South Bay,9437,7983084.546875,11593.0671798025
06037602105,928,1811,3855,24.1,47,District 2,City of Hawthorne,SPA 8 - South Bay,9438,6842892.30175781,10462.7491133301
06037602106,815,1877,6171,13.2,30.4,District 2,City of Hawthorne,SPA 8 - South Bay,9439,8816440.72949219,13275.3931852257
06037602201,349,534,4489,7.8,11.9,District 2,Unincorporated - Del Aire,SPA 8 - South Bay,9440,17869424.3291016,19353.2920395836
06037602202,143,806,2866,5,28.1,District 2,City of Hawthorne,SPA 8 - South Bay,9441,4955122.67089844,9580.40845983712
06037602301,609,1427,6878,8.9,20.7,District 2,Unincorporated - Wiseburn,SPA 8 - South Bay,9442,19163723.9160156,19200.4013189939
06037602302,308,389,4796,6.4,8.1,District 2,City of Hawthorne,SPA 8 - South Bay,9443,21009975.5751953,22619.847004602
06037602402,292,884,7136,4.1,12.4,District 2,City of Hawthorne,SPA 8 - South Bay,9444,14116815.5957031,17027.5226129076
06037602403,627,1371,4266,14.7,32.1,District 2,City of Hawthorne,SPA 8 - South Bay,9445,6321159.53808594,10061.2955455668
06037602404,1424,2579,5867,24.3,44,District 2,City of Hawthorne,SPA 8 - South Bay,9446,6950852.01367188,11175.3980036597
06037602504,1205,2274,4849,24.9,46.9,District 2,City of Hawthorne,SPA 8 - South Bay,9447,3455759.32128906,7905.25418604559
06037602505,1111,2275,4589,24.2,49.6,District 2,City of Hawthorne,SPA 8 - South Bay,9448,3484787.56835938,7912.83507417977
06037602506,1099,1637,4012,27.4,40.8,District 2,City of Hawthorne,SPA 8 - South Bay,9449,3486330.84179688,7897.25429326907
06037602507,416,2208,4561,9.1,48.4,District 2,City of Hawthorne,SPA 8 - South Bay,9450,3475129.10839844,7912.08799601738
06037602510,704,1999,4004,17.6,49.9,District 2,City of Hawthorne,SPA 8 - South Bay,9451,3499786.67871094,7934.27861424752
06037602511,827,2632,4229,19.6,62.2,District 2,City of Hawthorne,SPA 8 - South Bay,9452,3781576.94726563,8374.22776016432
06037602512,350,665,1889,18.5,35.2,District 2,Unincorporated - Hawthorne,SPA 8 - South Bay,9453,3145518.14550781,7641.4634590943
06037602513,403,496,1391,29,35.7,District 2,City of Hawthorne,SPA 8 - South Bay,9454,19444024.9628906,21159.6271808486
06037602601,335,963,4982,6.7,19.3,District 2,City of Gardena,SPA 8 - South Bay,9455,13982492.7480469,15873.8024251267
06037602602,286,696,2521,11.3,27.6,District 2,City of Gardena,SPA 8 - South Bay,9456,6988441.27539063,10566.7805820673
06037602700,268,444,3540,7.6,12.5,District 2,City of Hawthorne,SPA 8 - South Bay,9457,26741270.9824219,21485.9075411277
06037602801,783,2408,4112,19,58.6,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9458,13492811.5126953,15760.4473966255
06037602802,182,572,4436,4.1,12.9,District 2,Unincorporated - Athens-Westmont,SPA 8 - South Bay,9459,14412133.2138672,16013.2096293318
06037602900,550,995,4221,13,23.6,District 2,City of Gardena,SPA 8 - South Bay,9460,30106415.8769531,27254.9326058831
06037603004,83,326,1695,4.9,19.2,District 2,City of Gardena,SPA 8 - South Bay,9461,2438807.34375,8205.62061625655
06037603005,720,1954,6465,11.1,30.2,District 2,City of Gardena,SPA 8 - South Bay,9462,7010468.77539063,10584.6085300634
06037603006,155,682,1970,7.9,34.6,District 2,City of Gardena,SPA 8 - South Bay,9463,7390683.05273438,10957.6421241135
06037603007,543,862,3471,15.6,24.8,District 2,City of Gardena,SPA 8 - South Bay,9464,7207514.77929688,14307.4546567798
06037603008,394,2265,3679,10.7,61.6,District 2,City of Gardena,SPA 8 - South Bay,9465,5025206.2109375,10814.9240859284
06037603101,887,1415,4857,18.3,29.1,District 2,City of Gardena,SPA 8 - South Bay,9466,9488447.9765625,12618.0128086365
06037603102,272,968,3297,8.2,29.4,District 2,City of Gardena,SPA 8 - South Bay,9467,8013876.79101563,11371.0015759055
